txn_id,account_id,txn_date,txn_timestamp,txn_type,amount,currency,counterparty_account,counterparty_bank_bic,channel,status,reversal_flag,original_txn_id,created_at
TXN0000001230,ACCT00000029,2022-04-02,2022-04-02 16:12:47,TRANSFER,53.4,USD,BMZU60392051460745,USxRUpCXXX,MOBILE,SETTLED,N,,2022-04-02 21:50:58
TXN0000001231,ACCT00000029,2023-11-19,2023-11-19 18:04:17,DEBIT,282.91,CAD,VLLH47057423885652,DEUTDEDB,ONLINE,SETTLED,N,,2023-11-19 14:30:17
TXN0000001232,ACCT00000029,2022-05-02,2022-05-02 16:27:26,ACH,23.3,USD,PCKL98354116597263,USpyfxoXXX,ACH,SETTLED,N,,2022-05-02 08:41:17
TXN0000001233,ACCT00000029,2023-07-10,2023-07-10 16:04:28,WIRE,743.84,CHF,IWPL57522501394884,BNPAFRPP,ATM,SETTLED,N,,2023-07-10 11:44:28
TXN0000001234,ACCT00000029,2023-02-10,2023-02-10 06:05:31,TRANSFER,5.94,JPY,YRRF69131196425856,UBSWCHZH,POS,SETTLED,N,,2023-02-10 14:49:05
TXN0000001235,ACCT00000029,2023-10-07,2023-10-07 16:59:38,DEBIT,32.78,USD,,,POS,SETTLED,N,,2023-10-07 19:53:08
TXN0000001236,ACCT00000029,2023-05-07,2023-05-07 10:14:19,DEBIT,130.46,EUR,EMDX49915370382407,RBOSGB2L,ATM,SETTLED,N,,2023-05-07 09:18:22
TXN0000001237,ACCT00000029,2022-06-02,2022-06-02 19:21:11,TRANSFER,9.8,USD,HWHH37320430977688,USGXIVHXXX,BRANCH,SETTLED,N,,2022-06-02 13:58:42
TXN0000001238,ACCT00000029,2023-02-25,2023-02-25 14:00:14,DEBIT,39.97,EUR,SGNF89696454655358,TOKYOJPJT,WIRE,SETTLED,N,,2023-02-25 15:37:40
TXN0000001239,ACCT00000029,2023-07-12,2023-07-12 18:42:19,FEE,226.61,JPY,LCWE53892187851935,CHASUS33,POS,SETTLED,N,,2023-07-12 11:11:43
TXN0000001240,ACCT00000029,2022-03-27,2022-03-27 17:32:56,DEBIT,29.51,GBP,WWUR37490797796120,UBSWCHZH,ACH,SETTLED,N,,2022-03-27 12:39:42
TXN0000001241,ACCT00000029,2022-02-16,2022-02-16 11:53:28,FEE,448.8,USD,,,ONLINE,SETTLED,N,,2022-02-16 14:54:15
TXN0000001242,ACCT00000029,2023-07-13,2023-07-13 22:14:17,DEBIT,1054.43,EUR,RORU05721514940976,BNPAFRPP,POS,SETTLED,N,,2023-07-13 14:14:01
TXN0000001243,ACCT00000029,2022-06-19,2022-06-19 11:51:17,FEE,572.32,GBP,WYEM37484539862895,UBSWCHZH,ONLINE,SETTLED,N,,2022-06-19 10:39:57
TXN0000001244,ACCT00000029,2022-10-28,2022-10-28 07:34:45,ACH,61.12,EUR,ATBW59119186233922,DEUTDEDB,ATM,SETTLED,N,,2022-10-28 18:12:56
TXN0000001245,ACCT00000029,2022-10-24,2022-10-24 17:28:35,DEBIT,31.99,CAD,AUPX15116966672521,UBSWCHZH,ATM,SETTLED,N,,2022-10-24 12:30:50
TXN0000001246,ACCT00000029,2023-08-08,2023-08-08 18:59:30,DEBIT,478.02,USD,,,ONLINE,SETTLED,N,,2023-08-08 13:47:33
TXN0000001247,ACCT00000029,2023-06-27,2023-06-27 09:25:27,CREDIT,25.07,USD,,,MOBILE,SETTLED,N,,2023-06-27 09:27:10
TXN0000001248,ACCT00000029,2022-12-20,2022-12-20 19:30:56,WIRE,288.4,JPY,JLFW64712463351571,TOKYOJPJT,MOBILE,SETTLED,N,,2022-12-20 11:59:47
TXN0000001249,ACCT00000029,2022-04-23,2022-04-23 10:16:31,CREDIT,48.25,EUR,QIAT08051208005640,BNPAFRPP,MOBILE,SETTLED,N,,2022-04-23 19:28:02
TXN0000001250,ACCT00000029,2023-05-17,2023-05-17 10:21:29,DEBIT,24.83,USD,,,ATM,SETTLED,N,,2023-05-17 17:44:11
TXN0000001251,ACCT00000029,2022-08-20,2022-08-20 12:18:48,CREDIT,193.63,USD,,,ONLINE,SETTLED,N,,2022-08-20 13:49:28
TXN0000001252,ACCT00000029,2022-10-07,2022-10-07 17:56:20,DEBIT,96.01,USD,,,ATM,SETTLED,N,,2022-10-07 11:54:11
TXN0000001253,ACCT00000029,2022-04-13,2022-04-13 20:52:01,CREDIT,68.54,EUR,ZSSL12397283512959,CITIGB2L,ATM,SETTLED,N,,2022-04-13 20:30:41
TXN0000001254,ACCT00000029,2023-04-18,2023-04-18 15:20:15,FEE,384.55,CAD,FOWY28270908144152,CHASUS33,BRANCH,SETTLED,N,,2023-04-18 12:12:25
TXN0000001255,ACCT00000029,2022-12-05,2022-12-05 11:52:46,DEBIT,48.65,USD,,,ONLINE,PENDING,N,,2022-12-05 07:06:10
TXN0000001256,ACCT00000029,2023-01-16,2023-01-16 17:54:36,WIRE,823.94,USD,SQFD73929578671815,USiMyjkXXX,WIRE,SETTLED,N,,2023-01-16 20:30:02
TXN0000001257,ACCT00000029,2022-10-01,2022-10-01 12:11:02,WIRE,68.78,USD,HLEH73605079181589,USQziMTXXX,ONLINE,SETTLED,N,,2022-10-01 14:51:59
TXN0000001258,ACCT00000029,2022-09-14,2022-09-14 21:39:32,DEBIT,27.1,USD,,,ATM,SETTLED,N,,2022-09-14 13:27:32
TXN0000001259,ACCT00000029,2023-04-24,2023-04-24 15:57:37,DEBIT,1138.58,USD,,,ATM,SETTLED,N,,2023-04-24 09:01:42
TXN0000001260,ACCT00000029,2023-03-25,2023-03-25 06:17:08,ACH,695.37,USD,SWRQ68345273466661,USQBGxbXXX,BRANCH,SETTLED,N,,2023-03-25 15:09:39
TXN0000001261,ACCT00000029,2023-10-22,2023-10-22 16:03:27,ACH,65.67,USD,PAPD58796474080314,USYviQSXXX,BRANCH,FAILED,N,,2023-10-22 21:34:57
TXN0000001262,ACCT00000030,2023-12-12,2023-12-12 06:13:32,ACH,149.58,GBP,SXSR25080046358068,CHASUS33,ONLINE,SETTLED,N,,2023-12-12 22:12:37
TXN0000001263,ACCT00000030,2020-12-11,2020-12-11 08:27:35,DEBIT,87.9,USD,,,WIRE,SETTLED,N,,2020-12-11 07:46:40
TXN0000001264,ACCT00000030,2022-11-23,2022-11-23 12:07:52,CREDIT,7363.97,EUR,QFQL03172351373990,CHASUS33,MOBILE,SETTLED,N,,2022-11-23 12:58:15
TXN0000001265,ACCT00000030,2023-01-19,2023-01-19 09:58:22,DEBIT,145.4,USD,,,MOBILE,SETTLED,N,,2023-01-19 16:39:40
TXN0000001266,ACCT00000030,2021-06-12,2021-06-12 07:38:55,CREDIT,715.61,GBP,BMGW14035263560229,UBSWCHZH,ONLINE,SETTLED,N,,2021-06-12 13:24:18
TXN0000001267,ACCT00000030,2021-01-31,2021-01-31 15:34:40,WIRE,30.99,EUR,HTVI69434606664374,TOKYOJPJT,ONLINE,SETTLED,N,,2021-01-31 18:01:57
TXN0000001268,ACCT00000030,2023-11-30,2023-11-30 16:57:52,CREDIT,96.95,USD,,,POS,SETTLED,N,,2023-11-30 12:47:26
TXN0000001269,ACCT00000030,2020-10-25,2020-10-25 14:57:38,DEBIT,51.19,GBP,TAUW60723111271285,HSBCHKHH,ATM,SETTLED,N,,2020-10-25 12:08:03
TXN0000001270,ACCT00000030,2020-09-25,2020-09-25 06:22:14,DEBIT,921.57,GBP,FXIV64844941163187,DEUTDEDB,ONLINE,SETTLED,N,,2020-09-25 17:27:47
TXN0000001271,ACCT00000030,2021-09-07,2021-09-07 06:55:51,WIRE,347.46,USD,GEQB77113062113695,USRKCDXXXX,MOBILE,SETTLED,N,,2021-09-07 21:02:16
TXN0000001272,ACCT00000030,2023-01-10,2023-01-10 18:36:46,FEE,647.96,USD,,,ONLINE,SETTLED,N,,2023-01-10 11:45:18
TXN0000001273,ACCT00000030,2020-11-22,2020-11-22 12:23:12,ACH,1130.35,USD,OXEO90833509025425,USiqdPEXXX,BRANCH,SETTLED,N,,2020-11-22 09:40:00
TXN0000001274,ACCT00000030,2022-01-12,2022-01-12 20:43:01,WIRE,24.09,EUR,OGUB66248132357071,CITIGB2L,BRANCH,SETTLED,N,,2022-01-12 17:09:04
TXN0000001275,ACCT00000030,2023-07-25,2023-07-25 14:09:37,WIRE,195.94,USD,HTQJ82285011688092,USkUCcAXXX,ONLINE,SETTLED,N,,2023-07-25 07:50:32
TXN0000001276,ACCT00000030,2023-09-11,2023-09-11 21:32:50,CREDIT,4094.84,GBP,XKLB21306090691309,MXBBMXMM,ONLINE,SETTLED,N,,2023-09-11 07:12:30
TXN0000001277,ACCT00000030,2020-11-06,2020-11-06 19:36:41,TRANSFER,65.09,USD,RCAU79649673794577,USCoIptXXX,POS,SETTLED,N,,2020-11-06 15:33:22
TXN0000001278,ACCT00000030,2021-11-13,2021-11-13 14:01:46,CREDIT,45.65,MXN,EORL32426425064207,UBSWCHZH,BRANCH,SETTLED,N,,2021-11-13 17:44:41
TXN0000001279,ACCT00000030,2021-05-17,2021-05-17 18:04:31,CREDIT,24.23,USD,,,ONLINE,SETTLED,N,,2021-05-17 06:02:17
TXN0000001280,ACCT00000030,2023-08-09,2023-08-09 10:43:12,DEBIT,286.88,USD,,,POS,PENDING,N,,2023-08-09 14:32:59
TXN0000001281,ACCT00000030,2021-04-19,2021-04-19 18:09:20,ACH,65.22,USD,NWRH62536667776755,USsXyGHXXX,MOBILE,SETTLED,N,,2021-04-19 19:05:17
TXN0000001282,ACCT00000030,2022-03-23,2022-03-23 20:03:04,CREDIT,652.65,USD,,,ONLINE,PENDING,N,,2022-03-23 12:42:08
TXN0000001283,ACCT00000030,2021-05-25,2021-05-25 09:06:56,CREDIT,191.75,USD,,,MOBILE,SETTLED,N,,2021-05-25 22:14:10
TXN0000001284,ACCT00000030,2022-02-14,2022-02-14 19:52:04,ACH,409.9,JPY,KVME83333939578654,DEUTDEDB,ONLINE,SETTLED,N,,2022-02-14 09:24:52
TXN0000001285,ACCT00000030,2023-01-12,2023-01-12 06:04:04,FEE,245.54,MXN,GMEP18749603358268,HSBCHKHH,ONLINE,SETTLED,N,,2023-01-12 12:14:44
TXN0000001286,ACCT00000030,2020-11-04,2020-11-04 18:41:29,DEBIT,76.13,USD,,,MOBILE,SETTLED,N,,2020-11-04 11:14:35
TXN0000001287,ACCT00000030,2021-10-17,2021-10-17 11:51:32,TRANSFER,38.18,USD,NFOA36924926932657,UScQvXNXXX,ONLINE,SETTLED,N,,2021-10-17 21:16:42
TXN0000001288,ACCT00000030,2021-01-11,2021-01-11 17:00:39,DEBIT,2162.4,USD,,,WIRE,REVERSED,Y,TXN0000000554,2021-01-11 11:33:41
TXN0000001289,ACCT00000030,2021-02-06,2021-02-06 08:01:44,TRANSFER,99.94,USD,HXEY75998011100051,USjesYgXXX,ATM,SETTLED,N,,2021-02-06 21:11:29
TXN0000001290,ACCT00000030,2022-04-29,2022-04-29 20:57:55,CREDIT,580.95,USD,,,BRANCH,SETTLED,N,,2022-04-29 22:47:53
TXN0000001291,ACCT00000030,2021-03-10,2021-03-10 17:10:39,DEBIT,57.93,USD,,,MOBILE,PENDING,N,,2021-03-10 14:15:40
TXN0000001292,ACCT00000030,2022-07-01,2022-07-01 14:49:33,CREDIT,40.59,USD,,,ATM,SETTLED,N,,2022-07-01 11:36:34
TXN0000001293,ACCT00000030,2021-01-19,2021-01-19 11:24:20,DEBIT,2057.72,CAD,KLGX23415959775244,DEUTDEDB,WIRE,SETTLED,N,,2021-01-19 09:41:41
TXN0000001294,ACCT00000030,2022-01-31,2022-01-31 09:18:23,DEBIT,908.6,MXN,DZRF22618962887431,BNPAFRPP,WIRE,SETTLED,N,,2022-01-31 18:08:46
TXN0000001295,ACCT00000030,2022-10-22,2022-10-22 09:07:13,CREDIT,81.13,USD,,,ONLINE,REVERSED,Y,TXN0000000577,2022-10-22 19:19:53
TXN0000001296,ACCT00000030,2022-06-10,2022-06-10 06:54:23,CREDIT,52.01,USD,,,MOBILE,SETTLED,N,,2022-06-10 10:47:08
TXN0000001297,ACCT00000030,2023-05-26,2023-05-26 21:39:37,CREDIT,72.26,EUR,VEOD02676720957992,BNPAFRPP,ACH,SETTLED,N,,2023-05-26 22:59:28
TXN0000001298,ACCT00000030,2021-09-30,2021-09-30 08:13:22,DEBIT,325.11,USD,,,ONLINE,SETTLED,N,,2021-09-30 20:44:27
TXN0000001299,ACCT00000030,2022-05-05,2022-05-05 12:36:26,FEE,97.99,GBP,OAPV95515122946213,TOKYOJPJT,ATM,SETTLED,N,,2022-05-05 06:02:28
TXN0000001300,ACCT00000030,2021-05-08,2021-05-08 17:40:11,FEE,960.88,USD,,,ONLINE,FAILED,N,,2021-05-08 07:06:04
TXN0000001301,ACCT00000030,2021-07-10,2021-07-10 10:13:48,CREDIT,67.91,EUR,UKJW15970996254384,HSBCHKHH,BRANCH,SETTLED,N,,2021-07-10 08:51:19
TXN0000001302,ACCT00000030,2022-01-07,2022-01-07 15:58:56,CREDIT,751.67,USD,,,MOBILE,SETTLED,N,,2022-01-07 21:02:31
TXN0000001303,ACCT00000030,2021-05-11,2021-05-11 17:31:34,FEE,1107.44,USD,,,ATM,SETTLED,N,,2021-05-11 10:15:37
TXN0000001304,ACCT00000030,2021-01-19,2021-01-19 06:11:25,TRANSFER,71.81,USD,QAPK20344765047158,USVRHfPXXX,MOBILE,SETTLED,N,,2021-01-19 10:13:25
TXN0000001305,ACCT00000030,2021-09-18,2021-09-18 18:47:37,DEBIT,775.28,MXN,BETA90463766046558,MXBBMXMM,ONLINE,PENDING,N,,2021-09-18 20:04:51
TXN0000001306,ACCT00000030,2022-04-17,2022-04-17 20:40:04,WIRE,1042.82,USD,ZNNW52548374417158,USlSXNZXXX,ONLINE,SETTLED,N,,2022-04-17 21:33:16
TXN0000001307,ACCT00000031,2023-10-02,2023-10-02 20:38:52,DEBIT,203.86,EUR,DAZE13125129311005,RBOSGB2L,ONLINE,SETTLED,N,,2023-10-02 18:24:27
TXN0000001308,ACCT00000031,2022-10-18,2022-10-18 09:07:34,DEBIT,175.1,USD,,,ATM,SETTLED,N,,2022-10-18 08:26:04
TXN0000001309,ACCT00000031,2023-06-18,2023-06-18 20:18:37,ACH,713.49,USD,TCES75191023121106,USCoIptXXX,MOBILE,SETTLED,N,,2023-06-18 20:33:47
TXN0000001310,ACCT00000031,2023-02-18,2023-02-18 22:53:51,WIRE,284.52,USD,ZVHG01658373792749,CHASUS33,ATM,SETTLED,N,,2023-02-18 09:20:26
TXN0000001311,ACCT00000031,2023-06-02,2023-06-02 17:21:42,DEBIT,42.93,USD,,,ATM,SETTLED,N,,2023-06-02 20:40:51
TXN0000001312,ACCT00000031,2022-10-07,2022-10-07 17:21:13,TRANSFER,2508.65,MXN,BOFQ01234289311325,CITIGB2L,ONLINE,SETTLED,N,,2022-10-07 06:04:31
TXN0000001313,ACCT00000031,2022-12-31,2022-12-31 11:06:40,ACH,72.16,USD,YHFM94968436453804,USsESiWXXX,ONLINE,SETTLED,N,,2022-12-31 17:24:28
TXN0000001314,ACCT00000031,2023-09-10,2023-09-10 11:20:54,DEBIT,24.11,USD,,,ONLINE,SETTLED,N,,2023-09-10 21:30:18
TXN0000001315,ACCT00000031,2023-08-12,2023-08-12 14:13:28,DEBIT,8.69,EUR,JYFC01750961701595,TOKYOJPJT,MOBILE,PENDING,N,,2023-08-12 10:32:47
TXN0000001316,ACCT00000031,2022-11-30,2022-11-30 07:29:10,CREDIT,22.42,USD,,,MOBILE,SETTLED,N,,2022-11-30 16:10:45
TXN0000001317,ACCT00000031,2022-10-23,2022-10-23 13:28:10,CREDIT,157.6,CAD,WVTV19457575747583,HSBCHKHH,MOBILE,SETTLED,N,,2022-10-23 07:03:36
TXN0000001318,ACCT00000031,2023-01-22,2023-01-22 12:50:11,CREDIT,371.95,USD,,,ONLINE,SETTLED,N,,2023-01-22 17:46:00
TXN0000001319,ACCT00000031,2023-04-26,2023-04-26 16:58:34,DEBIT,80.3,JPY,HSFB56775677722660,DEUTDEDB,ATM,SETTLED,N,,2023-04-26 14:17:42
TXN0000001320,ACCT00000031,2023-03-20,2023-03-20 06:51:02,DEBIT,78.88,USD,,,POS,SETTLED,N,,2023-03-20 11:02:34
TXN0000001321,ACCT00000031,2023-07-10,2023-07-10 10:15:11,TRANSFER,366.42,USD,EZKM26506229231067,USkUCcAXXX,ONLINE,SETTLED,N,,2023-07-10 17:07:44
TXN0000001322,ACCT00000031,2023-11-21,2023-11-21 19:01:21,DEBIT,31.54,USD,,,ATM,SETTLED,N,,2023-11-21 19:22:14
TXN0000001323,ACCT00000031,2022-11-02,2022-11-02 15:13:05,WIRE,518.43,USD,EIKG07624843379766,USGXIVHXXX,POS,SETTLED,N,,2022-11-02 07:59:29
TXN0000001324,ACCT00000031,2023-05-14,2023-05-14 16:58:32,DEBIT,26.55,USD,,,BRANCH,SETTLED,N,,2023-05-14 12:46:25
TXN0000001325,ACCT00000031,2023-05-29,2023-05-29 18:56:44,DEBIT,176.62,USD,,,POS,FAILED,N,,2023-05-29 21:42:55
TXN0000001326,ACCT00000031,2023-06-20,2023-06-20 07:41:22,DEBIT,155.48,USD,,,ONLINE,SETTLED,N,,2023-06-20 10:13:33
TXN0000001327,ACCT00000031,2023-01-13,2023-01-13 15:50:33,DEBIT,27.25,USD,,,ONLINE,SETTLED,N,,2023-01-13 18:41:15
TXN0000001328,ACCT00000031,2023-08-10,2023-08-10 19:02:17,DEBIT,24.85,USD,,,ONLINE,SETTLED,N,,2023-08-10 11:26:06
TXN0000001329,ACCT00000031,2023-04-12,2023-04-12 12:42:37,ACH,77.17,MXN,FPVB51157942387367,MXBBMXMM,BRANCH,SETTLED,N,,2023-04-12 21:03:08
TXN0000001330,ACCT00000031,2022-11-22,2022-11-22 18:04:03,WIRE,461.1,USD,AJUF54969192845525,TOKYOJPJT,ONLINE,SETTLED,N,,2022-11-22 19:42:48
TXN0000001331,ACCT00000031,2023-08-20,2023-08-20 12:31:29,DEBIT,41.06,CAD,SPCA75633535748595,HSBCHKHH,ONLINE,SETTLED,N,,2023-08-20 11:39:42
TXN0000001332,ACCT00000031,2023-04-22,2023-04-22 13:28:52,CREDIT,85.61,USD,,,ONLINE,SETTLED,N,,2023-04-22 14:25:42
TXN0000001333,ACCT00000031,2023-02-06,2023-02-06 07:58:25,DEBIT,728.01,CHF,WGEK93993379705816,TOKYOJPJT,MOBILE,SETTLED,N,,2023-02-06 18:46:15
TXN0000001334,ACCT00000031,2022-12-21,2022-12-21 11:43:29,WIRE,769.52,USD,YETK18779417634250,USAkmZMXXX,ONLINE,SETTLED,N,,2022-12-21 08:25:38
TXN0000001335,ACCT00000031,2023-02-18,2023-02-18 20:21:50,ACH,36.12,USD,PHHU05597824575983,USQBGxbXXX,ATM,SETTLED,N,,2023-02-18 18:05:31
TXN0000001336,ACCT00000031,2023-04-17,2023-04-17 22:55:56,WIRE,3594.25,USD,ZUGT91403884366044,USxtlnvXXX,MOBILE,SETTLED,N,,2023-04-17 19:27:00
TXN0000001337,ACCT00000031,2023-06-04,2023-06-04 12:30:32,FEE,19.62,GBP,GEJA06157276829751,CHASUS33,ONLINE,SETTLED,N,,2023-06-04 18:54:40
TXN0000001338,ACCT00000032,2023-10-11,2023-10-11 22:01:34,FEE,697.15,CAD,IOIG97429250105875,BNPAFRPP,ONLINE,SETTLED,N,,2023-10-11 21:37:23
TXN0000001339,ACCT00000032,2022-08-11,2022-08-11 12:44:26,DEBIT,703.03,USD,,,POS,SETTLED,N,,2022-08-11 06:17:30
TXN0000001340,ACCT00000032,2023-11-21,2023-11-21 09:13:51,FEE,949.43,USD,,,ATM,SETTLED,N,,2023-11-21 15:28:52
TXN0000001341,ACCT00000032,2021-12-07,2021-12-07 22:39:17,FEE,257.03,EUR,EKXM80656259045990,CHASUS33,BRANCH,PENDING,N,,2021-12-07 16:16:10
TXN0000001342,ACCT00000032,2022-11-02,2022-11-02 18:46:36,ACH,41.38,USD,QBXW27112218231555,USvYjicXXX,ATM,SETTLED,N,,2022-11-02 12:09:48
TXN0000001343,ACCT00000032,2022-04-22,2022-04-22 08:42:32,WIRE,204.62,USD,CNKY17680866281372,USAdzGxXXX,ONLINE,SETTLED,N,,2022-04-22 22:52:48
TXN0000001344,ACCT00000032,2021-07-11,2021-07-11 18:46:11,TRANSFER,324.17,GBP,DYIH30800370033228,RBOSGB2L,ATM,SETTLED,N,,2021-07-11 10:17:49
TXN0000001345,ACCT00000032,2022-04-15,2022-04-15 21:14:51,CREDIT,41.99,USD,,,ONLINE,SETTLED,N,,2022-04-15 21:11:11
TXN0000001346,ACCT00000032,2023-12-14,2023-12-14 12:49:55,CREDIT,55.08,USD,,,ONLINE,SETTLED,N,,2023-12-14 20:16:23
TXN0000001347,ACCT00000032,2021-09-16,2021-09-16 19:00:34,ACH,34.32,USD,KKMY60847068103903,USxJgTHXXX,MOBILE,SETTLED,N,,2021-09-16 11:49:18
TXN0000001348,ACCT00000032,2023-10-11,2023-10-11 06:47:21,DEBIT,27.36,GBP,HSPA51958263280944,BARCGB22,ATM,PENDING,N,,2023-10-11 16:54:09
TXN0000001349,ACCT00000032,2023-03-28,2023-03-28 12:58:57,DEBIT,15.21,GBP,RLQM23945354614707,TOKYOJPJT,ONLINE,SETTLED,N,,2023-03-28 06:29:09
TXN0000001350,ACCT00000032,2021-12-24,2021-12-24 16:59:23,FEE,187.52,JPY,TUVQ63210613394394,BARCGB22,ONLINE,SETTLED,N,,2021-12-24 19:59:13
TXN0000001351,ACCT00000032,2022-08-27,2022-08-27 20:56:47,WIRE,1.89,GBP,LOBU39438040325376,RBOSGB2L,MOBILE,SETTLED,N,,2022-08-27 17:22:39
TXN0000001352,ACCT00000032,2023-03-05,2023-03-05 20:25:03,FEE,2487.5,JPY,XKOM92778943191009,BARCGB22,ACH,SETTLED,N,,2023-03-05 11:08:12
TXN0000001353,ACCT00000032,2022-07-02,2022-07-02 09:54:18,DEBIT,229.26,USD,,,MOBILE,SETTLED,N,,2022-07-02 20:42:00
TXN0000001354,ACCT00000032,2023-07-05,2023-07-05 09:54:26,DEBIT,562.58,USD,,,ONLINE,SETTLED,N,,2023-07-05 19:12:07
TXN0000001355,ACCT00000032,2022-11-01,2022-11-01 15:08:41,TRANSFER,51.43,USD,BAIA47692105336514,USfoCwbXXX,ONLINE,SETTLED,N,,2022-11-01 21:12:32
TXN0000001356,ACCT00000032,2021-09-12,2021-09-12 11:37:59,ACH,126.28,CAD,NUAJ01424731072011,CITIGB2L,MOBILE,SETTLED,N,,2021-09-12 13:46:35
TXN0000001357,ACCT00000032,2022-05-10,2022-05-10 16:13:47,TRANSFER,59.72,USD,XHOS84409712316600,USrCGjBXXX,MOBILE,SETTLED,N,,2022-05-10 08:13:20
TXN0000001358,ACCT00000032,2023-04-06,2023-04-06 08:57:24,ACH,125.36,USD,PNON20901447340433,USXFmoiXXX,ONLINE,SETTLED,N,,2023-04-06 12:48:22
TXN0000001359,ACCT00000032,2022-03-04,2022-03-04 10:44:43,WIRE,43.33,USD,WOZA09687304519577,MXBBMXMM,ONLINE,SETTLED,N,,2022-03-04 07:25:59
TXN0000001360,ACCT00000032,2022-12-14,2022-12-14 07:11:59,FEE,2479.42,USD,,,ATM,SETTLED,N,,2022-12-14 15:22:29
TXN0000001361,ACCT00000032,2021-10-09,2021-10-09 22:05:27,FEE,270.1,CAD,RFLV58825562965754,TOKYOJPJT,WIRE,SETTLED,N,,2021-10-09 11:23:18
TXN0000001362,ACCT00000032,2023-02-11,2023-02-11 09:12:13,DEBIT,731.95,GBP,EVYP86561942557782,BARCGB22,ATM,SETTLED,N,,2023-02-11 19:07:50
TXN0000001363,ACCT00000032,2022-01-24,2022-01-24 06:20:17,TRANSFER,61.75,USD,BKQU29582923616188,UShsfWkXXX,MOBILE,SETTLED,N,,2022-01-24 13:28:43
TXN0000001364,ACCT00000032,2021-06-30,2021-06-30 21:00:26,ACH,106.92,EUR,BQDS04823571558686,CHASUS33,BRANCH,SETTLED,N,,2021-06-30 17:15:51
TXN0000001365,ACCT00000032,2021-08-28,2021-08-28 06:42:43,CREDIT,115.09,USD,,,MOBILE,SETTLED,N,,2021-08-28 20:08:38
TXN0000001366,ACCT00000032,2022-08-20,2022-08-20 12:04:39,CREDIT,519.53,USD,,,WIRE,SETTLED,N,,2022-08-20 09:41:24
TXN0000001367,ACCT00000032,2023-12-07,2023-12-07 18:44:16,FEE,2929.79,USD,,,ATM,SETTLED,N,,2023-12-07 14:00:56
TXN0000001368,ACCT00000032,2023-08-16,2023-08-16 20:21:20,FEE,1451.93,USD,,,ONLINE,SETTLED,N,,2023-08-16 14:25:53
TXN0000001369,ACCT00000033,2022-07-19,2022-07-19 16:18:22,DEBIT,243.82,USD,,,ATM,SETTLED,N,,2022-07-19 19:52:37
TXN0000001370,ACCT00000033,2021-05-06,2021-05-06 17:25:12,DEBIT,56.45,GBP,HSLX61372308172143,BARCGB22,MOBILE,SETTLED,N,,2021-05-06 07:13:32
TXN0000001371,ACCT00000033,2022-11-16,2022-11-16 10:39:39,DEBIT,154.2,CAD,YMJG81300041321147,BNPAFRPP,MOBILE,SETTLED,N,,2022-11-16 21:32:13
TXN0000001372,ACCT00000033,2022-10-03,2022-10-03 09:55:38,DEBIT,198.46,USD,,,ATM,SETTLED,N,,2022-10-03 20:26:15
TXN0000001373,ACCT00000033,2023-11-24,2023-11-24 16:45:41,TRANSFER,36.67,USD,DNLV60945653469979,USsESiWXXX,POS,SETTLED,N,,2023-11-24 14:14:31
TXN0000001374,ACCT00000033,2023-04-22,2023-04-22 09:51:27,DEBIT,90.9,USD,,,MOBILE,SETTLED,N,,2023-04-22 12:40:21
TXN0000001375,ACCT00000033,2022-11-21,2022-11-21 22:39:21,DEBIT,5605.48,USD,,,ATM,SETTLED,N,,2022-11-21 10:38:16
TXN0000001376,ACCT00000033,2023-05-04,2023-05-04 16:20:44,CREDIT,412.05,USD,,,POS,SETTLED,N,,2023-05-04 14:07:28
TXN0000001377,ACCT00000033,2022-03-03,2022-03-03 09:16:10,ACH,76.56,MXN,SBVP07550476816995,CITIGB2L,ONLINE,SETTLED,N,,2022-03-03 17:16:19
TXN0000001378,ACCT00000033,2021-03-17,2021-03-17 17:31:16,DEBIT,417.25,GBP,VPAM07174811317653,UBSWCHZH,ONLINE,SETTLED,N,,2021-03-17 15:01:49
TXN0000001379,ACCT00000033,2023-02-05,2023-02-05 12:23:16,ACH,577.12,USD,TPBK48739610290871,USxJgTHXXX,ATM,SETTLED,N,,2023-02-05 19:24:59
TXN0000001380,ACCT00000033,2022-04-28,2022-04-28 06:37:01,TRANSFER,235.41,USD,QFOI96804918727420,USAdzGxXXX,MOBILE,SETTLED,N,,2022-04-28 17:49:52
TXN0000001381,ACCT00000033,2021-07-29,2021-07-29 19:06:23,DEBIT,123.59,GBP,JTKN12137730626042,DEUTDEDB,ACH,SETTLED,N,,2021-07-29 07:17:07
TXN0000001382,ACCT00000033,2021-05-17,2021-05-17 16:05:48,CREDIT,51.8,EUR,HKVS73711222990775,RBOSGB2L,POS,SETTLED,N,,2021-05-17 12:39:01
TXN0000001383,ACCT00000033,2021-01-17,2021-01-17 15:28:16,FEE,246.44,USD,,,POS,SETTLED,N,,2021-01-17 20:11:39
TXN0000001384,ACCT00000033,2021-05-01,2021-05-01 06:16:39,DEBIT,81.19,MXN,ZWNA85816704686111,MXBBMXMM,ATM,SETTLED,N,,2021-05-01 17:30:44
TXN0000001385,ACCT00000033,2022-08-31,2022-08-31 13:12:13,DEBIT,690.52,USD,,,MOBILE,SETTLED,N,,2022-08-31 15:56:46
TXN0000001386,ACCT00000033,2023-05-07,2023-05-07 12:50:03,CREDIT,179.47,USD,,,BRANCH,SETTLED,N,,2023-05-07 10:18:05
