customer_id,first_name,last_name,dob,ssn_hash,country_of_birth,citizenship,onboarded_date,kyc_status,kyc_reviewed_at,branch_id,created_at,updated_at
CUST000116,Susan,Williams,1995-08-01,c842a611a9ab178e040044ccf446dd71ceceec902d62d0430f58db28a631290c,US,US,2021-05-07,APPROVED,2021-05-09,BR0020,2021-05-07 19:49:41,2021-05-07 18:26:00
CUST000117,Anthony,Wright,1980-10-13,3213c1362267c8dd7dd61359b31b62fc53db2bc715085f23c03c4913d1acea79,US,US,2021-05-26,APPROVED,2021-06-20,BR0003,2021-05-26 19:04:02,2021-05-26 09:39:44
CUST000118,Mary,Howell,1991-06-08,d7ea69e7ef80fc6d8d1bb07daa0774e435fc304e6c9b6819f73df3e5884e7a43,US,US,2021-10-25,EXPIRED,2021-12-20,BR0014,2021-10-25 14:02:23,2021-10-25 09:02:12
CUST000119,John,Wells,2000-04-05,b2e4bbb678d9d59c1771fa12ad2a4e392b6f100a28ab53399144c0d23eff1435,US,US,2023-01-25,APPROVED,2023-02-08,BR0016,2023-01-25 19:13:27,2023-01-25 10:59:54
CUST000120,Danny,Gould,1995-09-04,5d6da0b040ab652a0e2fd439f05970544b5355885e3115262c0c25f722293f61,CA,CA,2020-07-29,APPROVED,2020-08-16,BR0019,2020-07-29 13:37:20,2020-07-29 12:59:01
CUST000121,Steven,Scott,1986-12-10,59554663932ba93ba3f0c4c6674e7a5b6ba8591f019ac616dadc688dc43f97aa,US,US,2023-03-24,APPROVED,2023-04-10,BR0019,2023-03-24 11:11:32,2023-03-24 14:39:32
CUST000122,Miguel,Obrien,1990-10-05,eabaabf44bf79dc058f80d9c5b7bfea0188a7da4f928f9d6f548816bbd1dad77,US,US,2021-07-07,APPROVED,2021-08-22,BR0015,2021-07-07 10:54:31,2021-07-07 09:29:17
CUST000123,Tamara,Higgins,1967-08-20,8d636d6702518be37dba5329ce000222cefc5e3d7b0de3dc479463dd7400f647,US,US,2020-02-14,EXPIRED,2020-03-21,BR0009,2020-02-14 07:12:19,2020-02-14 12:37:32
CUST000124,Kimberly,Martin,1996-11-23,ab0a5375f1fc9f5ae15ff70eab7634607f29478eece55de755402f3e30f1e183,US,US,2020-05-14,APPROVED,2020-06-14,BR0017,2020-05-14 13:46:14,2020-05-14 12:25:18
CUST000125,Larry,Lane,1992-08-09,4b8f13a3c2e6e0553b39f42ee4ddb8070259b8a505d1c3bdfbdaa27f90e96b8e,US,US,2022-07-10,APPROVED,2022-08-25,BR0020,2022-07-10 09:22:12,2022-07-10 22:52:40
CUST000126,Sarah,Johnston,1987-08-09,3e408154af6a541d23c4f3d6bfeac370e5b6badb00a6642b19b322b1b49b1630,US,US,2020-02-18,APPROVED,2020-02-27,BR0002,2020-02-18 14:04:41,2020-02-18 11:55:55
CUST000127,Rebecca,Brooks,1970-11-15,784ace6cd30b688afe0fd19acb0181a8713207925ae6f7db1272e44268ca5785,US,US,2020-06-24,EXPIRED,2020-07-17,BR0001,2020-06-24 14:48:17,2020-06-24 08:01:03
CUST000128,Shelly,Gonzalez,1994-05-21,1abeee4308764731a8e1f826c7e4174c1090abf17e9b5ede01167bbb8e09ed0a,US,US,2023-11-14,EXPIRED,2023-11-28,BR0008,2023-11-14 08:03:39,2023-11-14 21:45:39
CUST000129,Brittany,Rivas,1977-10-09,d7dca1702f624a3008721b68610c8618a2d01b598bfd81126cbb786dc2126373,US,US,2020-07-22,EXPIRED,2020-08-09,BR0019,2020-07-22 21:09:47,2020-07-22 18:16:55
CUST000130,John,Terry,1986-07-03,cda601abe9d22fb3a6a8604b74f45e5ac22cc3bdd8bb3079795e9f0e4fc98b25,US,US,2021-02-24,APPROVED,2021-03-28,BR0006,2021-02-24 15:00:16,2021-02-24 12:11:26
CUST000131,Kevin,Sutton,1958-12-11,1f902225b4416e595f40086f39518514912a4673d56e34018cc29c85605c61a8,US,US,2020-08-09,APPROVED,2020-08-22,BR0014,2020-08-09 09:44:24,2020-08-09 12:03:30
CUST000132,Linda,Hogan,1951-01-29,19bee20ee6cc84c39a4e4d16df09a4b4cb36df4a42f8f5af0f152b05dfccc79d,US,US,2020-11-02,APPROVED,2020-12-14,BR0002,2020-11-02 07:38:21,2020-11-02 13:25:57
CUST000133,Ashlee,Williams,1987-02-25,7aba447516b0041213c09d1aec4958ab9228b3115af44d783ea8d8a786d78dff,US,US,2020-10-05,APPROVED,2020-11-01,BR0001,2020-10-05 16:29:30,2020-10-05 16:01:03
CUST000134,Amanda,Stanley,1958-08-05,9042b89a72ef3514aaa24302c50dc7842efe4a3f927e047f6c0c1445bf11bb85,US,US,2022-10-11,APPROVED,2022-12-02,BR0015,2022-10-11 12:39:29,2022-10-11 08:12:48
CUST000135,Casey,Holland,1953-02-08,09321d8bcb1488e680d0d9ee5548d2067d30d54c52cac0fa1a7a85ba56034d50,US,US,2023-09-03,APPROVED,2023-09-10,BR0019,2023-09-03 07:47:32,2023-09-03 21:56:04
CUST000136,Alexander,Fisher,1984-12-22,5d6b7f4f9e4e0d4de6e8edf3be91dc281c5f51b937bae045b5773a621933f4f4,US,US,2022-10-13,APPROVED,2022-12-04,BR0009,2022-10-13 19:50:07,2022-10-13 21:07:36
CUST000137,Tracy,Hamilton,1964-12-31,24cc7fc31019d54f57dad12972c9103bb74f8028bb770b8f8da5f894464b4333,US,US,2023-01-26,APPROVED,2023-02-25,BR0014,2023-01-26 07:09:52,2023-01-26 13:48:19
CUST000138,Michael,Snow,1976-04-19,c4c6d2fb2ba9d2b1dc7051d6eabce3882b1302d6e503dc6e7e9839da6a572ded,US,US,2020-09-27,APPROVED,2020-11-08,BR0011,2020-09-27 11:13:58,2020-09-27 14:48:05
CUST000139,Steve,Hernandez,1962-09-25,f0b88e938699271912fe98b23a7b2e46c9ce2bad1a413856c4e2a8ef475c4c58,US,US,2023-09-23,PENDING,,BR0006,2023-09-23 18:39:01,2023-09-23 12:43:11
CUST000140,Gregory,Boyd,1987-09-28,2abd6d7a7bfcb252af251bfe23c347a92a330b8b039544efbec3cf59c497f601,US,US,2023-08-07,EXPIRED,2023-08-22,BR0003,2023-08-07 20:38:52,2023-08-07 15:46:35
CUST000141,Debra,Gilbert,1952-02-29,5abec6e9e24dad58b5e4c6227c3cd894631bde90b094a5e0050f9eba2e20ff07,IN,US,2023-10-19,APPROVED,2023-11-26,BR0013,2023-10-19 07:08:06,2023-10-19 09:36:42
CUST000142,Samantha,Hampton,1959-11-28,1bb9e1ea4cb66bc3c30cd02d1e17105c6efb54022273b93f1000ee68acff8893,US,US,2021-10-17,APPROVED,2021-10-28,BR0013,2021-10-17 15:46:38,2021-10-17 19:16:30
CUST000143,Steven,Petersen,1999-11-19,dec07f9a9928ad15d6fcfbc5c70c117fe65c85d9c6ca082ce90cdfac657a7c1c,CN,CN,2022-05-27,APPROVED,2022-06-10,BR0001,2022-05-27 22:33:17,2022-05-27 15:29:16
CUST000144,Brittany,Morris,1952-02-14,f219543f8159043b387fcc8ce1fecd9b5d976a205ac21b6a8b7a2843077c2d54,US,US,2022-11-13,REJECTED,2022-12-26,BR0019,2022-11-13 07:31:18,2022-11-13 10:05:27
CUST000145,John,Michael,1976-12-25,7f6a2da5c304a83fb1df52bfb70137fdc0975d43e8ec29c717182004aa150995,US,US,2020-03-31,APPROVED,2020-05-17,BR0013,2020-03-31 10:53:12,2020-03-31 16:14:17
CUST000146,Joshua,Hayes,1998-06-23,94fe91370b5f40bab2bfa8d7bbba4d626125ab55413093aa103b07c1b5a7a8e7,US,US,2021-07-05,APPROVED,2021-07-08,BR0008,2021-07-05 22:26:20,2021-07-05 14:27:11
CUST000147,Karen,Hudson,1963-04-13,d923c7ec3ae415736b690914285e84aaad4a137e472e9589560c8f72d653b5ed,GB,US,2020-01-21,APPROVED,2020-03-09,BR0001,2020-01-21 17:57:21,2020-01-21 06:56:13
CUST000148,Elizabeth,Rogers,1969-07-17,9f5d4ff60fe35e6183d1d6585679a5ba9cc60e7c890e5127596063c02d11354d,US,US,2020-01-06,APPROVED,2020-02-09,BR0013,2020-01-06 20:15:37,2020-01-06 09:39:00
CUST000149,Troy,Nguyen,1950-04-21,641ee324e1e4942cd1158b97bc71b8d2d6f903f1d07cf755812c55396becd360,US,US,2022-11-24,APPROVED,2022-12-31,BR0004,2022-11-24 18:51:00,2022-11-24 06:37:54
CUST000150,Tony,Kelly,1958-04-14,fa855dfc545090d21b7f0083fc90bea3e764e3566700e0ce21bbfed54b4fdcd3,GB,GB,2022-02-27,EXPIRED,2022-03-15,BR0007,2022-02-27 20:47:53,2022-02-27 20:47:45
CUST000151,Jonathan,Ramirez,1954-01-05,a063504937f9e41a55f31400da044f792af21802d0500d327efc9fe8b14518e5,US,US,2022-03-07,APPROVED,2022-03-29,BR0018,2022-03-07 19:30:16,2022-03-07 18:15:02
CUST000152,Caitlyn,Beard,1954-07-19,4671ed0285f7c3f563088d53f9fc6136fa656d6ad2799844f137bcff54f9b67c,US,US,2020-02-18,EXPIRED,2020-04-02,BR0004,2020-02-18 09:46:53,2020-02-18 13:28:05
CUST000153,Angela,Black,1958-08-16,56e71a8cb83912f9f4ce50e4474faefdea43efbe2aaf80c433908dcf2298f938,US,US,2022-12-08,APPROVED,2023-01-16,BR0009,2022-12-08 16:32:09,2022-12-08 15:09:01
CUST000154,James,Allen,1966-12-19,78fae23b13ff17e635063e055fbd61e14cf355b799cf285a83d4a8672db6f2be,IN,IN,2023-07-27,APPROVED,2023-08-20,BR0009,2023-07-27 19:26:01,2023-07-27 20:20:24
CUST000155,Richard,Peters,1972-06-18,b8b160ec373839dcc7406149e37f8b5f04c1540277d692c6ccc40c54290f2b02,MX,US,2021-08-04,EXPIRED,2021-09-02,BR0002,2021-08-04 10:17:56,2021-08-04 06:51:08
CUST000156,John,Alvarez,1998-05-13,72df1164f77daa4666a72453832216539fad13507708c762ae0a26423d5a8ba8,US,US,2020-07-07,PENDING,,BR0017,2020-07-07 20:38:59,2020-07-07 15:00:09
CUST000157,Jennifer,West,1985-01-31,7128552371b899bdbe5f749892d3a7e5e63e1fa2984380a224b4741d10144e27,US,US,2020-10-16,APPROVED,2020-12-12,BR0011,2020-10-16 10:29:14,2020-10-16 17:40:12
CUST000158,Andre,Phillips,1986-12-04,d923020b533fe3127051f4bdb4468f37c27ad8a6c686977c391944b614ed5d24,US,US,2021-10-01,APPROVED,2021-10-31,BR0003,2021-10-01 11:39:06,2021-10-01 10:35:44
CUST000159,Richard,Sanchez,1979-10-15,e5e0cf771e52a113c7469cc5eec92eb68a4c352c27a362a14991be0db88bcc82,US,US,2020-08-08,EXPIRED,2020-08-13,BR0012,2020-08-08 06:18:42,2020-08-08 18:07:56
CUST000160,Elizabeth,Wood,1952-11-04,18513f1f0c3081d20b2a1a55896c66484d26bc72f158b65493c233f5fddeb6d5,US,US,2020-05-05,APPROVED,2020-05-09,BR0001,2020-05-05 07:05:08,2020-05-05 13:33:09
CUST000161,Angela,Cooper,1991-02-11,c54d1280ea325b12c014a6ce54bab28bfd9e192f855916ebc118918382bb9a4d,US,US,2020-06-27,APPROVED,2020-08-14,BR0019,2020-06-27 19:04:22,2020-06-27 08:08:01
CUST000162,Wendy,Pierce,1973-09-23,9b40fddcfb9b76a8a2ed3e8d3d38ec4f9879dc738909f3f86b61b4d0b2712399,US,US,2022-12-27,PENDING,,BR0011,2022-12-27 13:52:49,2022-12-27 14:19:24
CUST000163,Michael,Chavez,1954-02-16,9957bb5d62545fc0537907ab15932c9072d88e6124669a6edb2f2e4aee4ed5b4,MX,US,2021-09-18,EXPIRED,2021-10-15,BR0013,2021-09-18 06:06:39,2021-09-18 08:21:15
CUST000164,Kristopher,Hall,1950-08-13,e522b509180610a9b7d4ae0a0efe63234d46edd2eb7b4c9b07df1fdd8bc5cad3,IN,GB,2022-01-20,APPROVED,2022-02-21,BR0008,2022-01-20 17:35:26,2022-01-20 08:31:26
CUST000165,Jennifer,Stewart,1997-12-22,0e83989f16dd3cea53683d25cc4c26af75c74f18333eedad7519ecc4f546a8c5,US,US,2020-12-13,APPROVED,2021-01-30,BR0006,2020-12-13 18:28:00,2020-12-13 22:25:54
CUST000166,Julia,Tapia,1987-07-13,8e71929cee37db5123af5485de0d083db2f73d4eae6601522eacb854c3281978,AU,AU,2022-03-05,APPROVED,2022-03-15,BR0003,2022-03-05 20:56:26,2022-03-05 20:32:54
CUST000167,Hannah,Lee,1974-03-09,f7b76e09b30c4dc9547f673300491aa2d973dcf78170b069d5080a4b4896077d,US,US,2023-07-02,APPROVED,2023-07-08,BR0007,2023-07-02 17:00:02,2023-07-02 19:59:06
CUST000168,Joanna,Hill,1995-10-12,0492c5a010a996b38e76b420f49facf8495e2347c263abfeb59ec1fd6e4e18f6,US,US,2021-09-14,APPROVED,2021-10-04,BR0011,2021-09-14 14:51:13,2021-09-14 15:03:19
CUST000169,Brittany,Wolf,1987-08-13,8e16f2f97150e10fde939a94d57b9ff9c03452ac7bc8390225b8eef5be7812bf,GB,US,2022-02-14,EXPIRED,2022-02-20,BR0009,2022-02-14 17:10:22,2022-02-14 14:36:50
CUST000170,Candice,Hooper,1965-06-09,71c7179289e6cbc8b260285b827ce0c953e625b0b1d5b2c30dd2a9f8b3205465,FR,FR,2020-02-06,APPROVED,2020-03-29,BR0004,2020-02-06 09:42:45,2020-02-06 21:49:12
CUST000171,Marissa,Phillips,1999-01-18,4a17b6ef6412c0138410cd85e12744a72ceb5fe780444d356701387a43d3ee8f,US,US,2023-02-02,APPROVED,2023-02-18,BR0008,2023-02-02 15:14:21,2023-02-02 15:32:55
CUST000172,Michael,Turner,1995-02-06,b4d864dcf4d4afd91d2f885297c9e6a229ae166cf34726a37252adca573a44e6,US,US,2021-01-02,PENDING,,BR0018,2021-01-02 06:25:25,2021-01-02 14:55:49
CUST000173,Jean,Martinez,1951-08-23,2a3e6aa2b3976bd90622940ca1b65f94381a75cc72a24f503a245eb0ea4b7614,GB,US,2021-12-13,APPROVED,2021-12-19,BR0007,2021-12-13 14:05:51,2021-12-13 11:15:55
CUST000174,Brandon,Brown,1952-08-18,181b1aa23bedc34f1715be6e0fb51787f885d1196c32afa72f26750b678216e1,US,US,2020-08-31,PENDING,,BR0001,2020-08-31 13:31:09,2020-08-31 09:45:46
CUST000175,Kelly,Raymond,1995-04-30,3e09c723979e9d701095d3de1a72d689b29f33f3040ceb47ae3edf0793607cc3,US,US,2022-02-28,APPROVED,2022-03-04,BR0020,2022-02-28 20:35:52,2022-02-28 07:05:05
CUST000176,Dana,Mullins,1974-10-06,603d3ffa857dc75efb5a1f4f4357a5bf806e07d5263105487aec66f7cbcb8e95,US,US,2020-03-08,APPROVED,2020-05-07,BR0004,2020-03-08 21:47:06,2020-03-08 20:48:41
CUST000177,Curtis,Smith,1999-10-09,38738afaa207e27cd2b16da59f7d7f2cb949fc2366b4905989291c35234dc06f,MX,US,2022-04-30,APPROVED,2022-06-26,BR0017,2022-04-30 14:06:37,2022-04-30 15:54:40
CUST000178,Justin,Mendoza,1991-11-13,da2099a63607439085d53141a5496431c7563af080ec08262261072d11329ecf,US,US,2022-12-09,APPROVED,2022-12-14,BR0008,2022-12-09 16:33:10,2022-12-09 09:01:30
CUST000179,Matthew,Sheppard,1964-12-07,7810a4292b3bb3cb717de47f0c76bc82d2b4d5869fe96bc80349f70776f0e225,MX,CN,2023-02-18,APPROVED,2023-03-24,BR0005,2023-02-18 20:38:48,2023-02-18 07:45:14
CUST000180,Johnny,Hensley,1991-12-25,f87fe3ea5f1cbd205553e40e4dbd987c0c4020477d2b05a600d371f3b52c3889,US,US,2020-08-18,APPROVED,2020-09-23,BR0020,2020-08-18 21:53:09,2020-08-18 10:57:12
CUST000181,Danny,Jones,1984-06-20,71718b419dd75d8aca3949e28276d4c52158b17a2ccc688b8dee08588cf6bb87,US,US,2021-05-30,APPROVED,2021-07-04,BR0008,2021-05-30 07:28:56,2021-05-30 19:35:55
CUST000182,Travis,Ray,1959-07-07,39415f93f05d4d7de607d0bb08b3102d8052ee8de7edf232812e47b635fb2354,US,US,2020-01-16,APPROVED,2020-02-29,BR0012,2020-01-16 20:55:32,2020-01-16 07:00:10
CUST000183,Glenda,Hernandez,1973-01-17,ce71eb38777d8829fb1925181a4e100e7000c3ffdade925e268f343b2cea370e,US,US,2023-10-03,APPROVED,2023-10-12,BR0006,2023-10-03 09:25:37,2023-10-03 07:50:24
CUST000184,Lisa,Avery,1984-04-23,ff254b51f6a232d0643441342beffd1dab6b93aeec12edbe93deceb1b3ac1b18,US,US,2023-02-04,APPROVED,2023-03-19,BR0015,2023-02-04 17:04:27,2023-02-04 09:15:36
CUST000185,Christopher,Wright,1982-09-19,d370ee697e7f3c14ab2e8c2cea4d44ec4c2c83312563b5da1953ae82e3e5ad76,US,US,2023-11-29,REJECTED,2023-12-03,BR0010,2023-11-29 10:24:04,2023-11-29 06:30:59
CUST000186,Angela,Butler,1950-11-13,5f33169fe2319737b459f0e05c3b77b6cb02a4cd69691e05655f488a9207225c,US,US,2021-03-22,APPROVED,2021-05-14,BR0006,2021-03-22 15:54:13,2021-03-22 09:39:34
CUST000187,Caitlin,Montgomery,1969-12-05,aa970f30f51f5b4ae3f971535b8dd3c6ec5bb1030f976cc862fcfcd2ad398679,US,US,2023-03-30,APPROVED,2023-04-18,BR0001,2023-03-30 06:19:58,2023-03-30 09:47:27
CUST000188,Kimberly,James,1956-09-10,e961343adb736f223f4a79749be07aab4fc2c9a988f0dd8dc40929bfbb6f105a,US,US,2020-02-02,APPROVED,2020-02-09,BR0016,2020-02-02 17:48:51,2020-02-02 18:44:18
CUST000189,Rebekah,Evans,1986-04-09,e38b4f626e4ce65ff7e7f75eddadaecd06690ea870da2ea253cdfd76b47d8978,IN,IN,2021-05-17,APPROVED,2021-06-01,BR0003,2021-05-17 06:20:01,2021-05-17 09:56:48
CUST000190,Brianna,Patterson,1974-10-10,cbb040f687c5a566852e7ba4843970a5e65430b97297dacee88206897ec5ab34,US,US,2022-10-19,APPROVED,2022-10-29,BR0004,2022-10-19 16:30:15,2022-10-19 16:20:47
CUST000191,Ashley,Brown,1959-12-22,f63f8b14c0e6fdce907797a7de8fbc2568bcccc64419e19ff2699c1edf6c5519,MX,US,2020-10-08,APPROVED,2020-10-30,BR0008,2020-10-08 17:48:36,2020-10-08 21:32:06
CUST000192,Susan,Garcia,1980-08-16,e6d9399ec0adb73515c7c2d587d41e4d23f9346318a243825b04e426554d8548,US,US,2022-01-12,APPROVED,2022-02-22,BR0006,2022-01-12 13:46:24,2022-01-12 06:09:18
CUST000193,Kathryn,Garrett,1976-04-05,0c1c371b734def9b03e0814e897ceacc073dc05f13ca1c7c08724239fa10073d,US,US,2022-06-11,REJECTED,2022-07-09,BR0005,2022-06-11 07:22:04,2022-06-11 20:06:01
CUST000194,Joseph,Miller,1991-05-01,0e21b6fef1eaad350e7968207fd7999c073e7535eab48b0048e9fa5d032a87f0,US,US,2021-02-21,APPROVED,2021-03-17,BR0018,2021-02-21 13:30:42,2021-02-21 07:13:06
CUST000195,John,Arnold,1993-08-30,899266c3f32a1554e05e323ada0897fac4a3bec9c28faef4d62bdcead421873e,US,US,2021-10-14,APPROVED,2021-12-03,BR0003,2021-10-14 15:32:54,2021-10-14 16:45:29
CUST000196,Eric,Ortiz,1966-03-31,76fca98bf4f60fa0685b5c2a02212abe90731cf53d8bb748c6c5d07884c6eb39,US,US,2022-02-25,APPROVED,2022-03-19,BR0013,2022-02-25 10:57:28,2022-02-25 11:35:33
CUST000197,Hannah,Harrison,1976-12-08,5a4046bd2a0dca487f3dc1a15feae138ac18a2b64b7ac93751af2e269f791f99,US,US,2020-04-04,APPROVED,2020-04-13,BR0007,2020-04-04 10:30:04,2020-04-04 12:21:13
CUST000198,Antonio,Roberts,1999-03-17,070324013e5a2481d00a8444d9c21aeb27db0da7996d65e1ed891484f8c5f43f,US,US,2022-04-02,APPROVED,2022-04-25,BR0017,2022-04-02 19:46:32,2022-04-02 21:38:03
CUST000199,Justin,Heath,1986-06-19,e501d1088d74dccff4e16d6e023b2621a9feeb7d279e7eddeb1c948224f7cb61,US,US,2023-10-08,PENDING,,BR0019,2023-10-08 13:11:03,2023-10-08 16:49:23
CUST000200,Charles,Hall,1971-02-10,44f8aa8203b5a630e773e33e970fdcf6c21bfde869802375992e4f846d52f38e,US,US,2021-06-16,APPROVED,2021-07-30,BR0016,2021-06-16 12:36:26,2021-06-16 08:57:20
CUST000201,Joseph,Moody,1990-04-26,952bda1ddd55d6e7403a7f198209d0ffa16de69cf943226308be60e9a61cbb94,US,US,2022-05-29,APPROVED,2022-07-12,BR0015,2022-05-29 07:47:30,2022-05-29 22:38:56
CUST000202,Brittany,Lara,1991-07-28,373e436b7585165c1fe84b07451f4bba52447a289a8e7e6788895e32743134ab,US,US,2022-10-21,PENDING,,BR0019,2022-10-21 06:15:53,2022-10-21 22:16:09
CUST000203,James,Wilson,1966-03-26,90d58d18b11b8336e273db71ccfb264d09305b5548653a7dbea81c358f494514,US,US,2022-09-04,APPROVED,2022-09-13,BR0002,2022-09-04 11:11:41,2022-09-04 10:30:06
CUST000204,Jeffrey,Hernandez,1959-07-20,ee73f25a4217b2bdb7edfd220f7fa3f54a7d173566a38534a9c2e61729aafaf8,US,US,2020-06-03,APPROVED,2020-07-05,BR0016,2020-06-03 09:27:10,2020-06-03 07:49:18
CUST000205,Joseph,Thomas,1964-02-21,4da3edf539c22073c2b1bb67bcc6cb00649a45eb8b3d9803bfcccfe63bcf46ed,US,US,2023-06-18,APPROVED,2023-07-06,BR0019,2023-06-18 13:02:23,2023-06-18 11:06:53
CUST000206,Brian,Sparks,1988-02-11,747e98561c94418165aa2033abff5701f59c055f699a0c137609104ebf6ab155,US,US,2023-03-31,APPROVED,2023-05-22,BR0006,2023-03-31 19:36:50,2023-03-31 06:06:56
CUST000207,Brooke,Holloway,1973-11-16,3bd70876886c9acef260c34fb9013d937b297906cefd93a9459b26525cf02fe2,US,US,2021-01-13,PENDING,,BR0014,2021-01-13 06:55:04,2021-01-13 20:29:56
CUST000208,Samantha,Gonzales,1951-09-26,55ef44d105f4da7f69825f1ad8495b55bc0d180f44a163936c5a61bfea534a6e,MX,US,2021-03-19,APPROVED,2021-05-15,BR0001,2021-03-19 07:18:37,2021-03-19 12:13:11
CUST000209,Taylor,Torres,1987-01-28,ff9d474f38eb8229370b093a08afca0711c0a7d389d9450e6d1955c212e6e732,MX,US,2022-07-29,APPROVED,2022-09-04,BR0006,2022-07-29 14:50:28,2022-07-29 19:15:58
CUST000210,Richard,Nelson,1999-10-24,3e9885f6f92d7af1567af2da06d0913ab44b6da9d2af9548eaa1484d9274723c,US,US,2020-01-12,APPROVED,2020-02-29,BR0002,2020-01-12 11:56:22,2020-01-12 16:06:44
CUST000211,Amber,Kim,1969-08-24,8299c27f0066ee865eb2c48ed6674a1bc859d843a9320a649c7c12a141624f7b,US,US,2023-05-24,APPROVED,2023-06-04,BR0018,2023-05-24 08:10:57,2023-05-24 09:52:24
CUST000212,Carly,Preston,1969-12-08,4c28b652ed5984e7eedaadcd09ba3cd19f5365e213822ed02f73d361f9062485,US,US,2021-12-14,EXPIRED,2022-02-02,BR0005,2021-12-14 19:45:26,2021-12-14 20:25:41
CUST000213,Jessica,Munoz,1979-09-16,e9a1717f0408ef391f9bbb1858a99c59984f3708bec18c693acdcf59aa13c7d0,US,US,2020-12-18,APPROVED,2021-01-07,BR0009,2020-12-18 17:01:28,2020-12-18 06:32:54
CUST000214,Anthony,Perez,1998-12-30,e0d5e78f52f64803710134bd4ec7ce190a28497400374d65a0d140dd8fe5e45c,US,US,2022-06-10,APPROVED,2022-07-12,BR0006,2022-06-10 07:34:00,2022-06-10 09:36:53
CUST000215,Emily,Valencia,1965-05-30,9db9842d5ae1a0d81b0b8ca461612201a3f4d4bd4ace56a24aca2e9cdd7e72b2,US,US,2023-05-04,APPROVED,2023-05-09,BR0020,2023-05-04 07:17:16,2023-05-04 07:37:14
CUST000216,Brenda,Smith,1965-07-21,fff9d759fe93b7660fc5034282920969e92837a9d3525613b1cd8c6c98701d35,US,US,2020-11-18,APPROVED,2020-11-30,BR0012,2020-11-18 08:02:09,2020-11-18 17:57:41
CUST000217,Kathy,Underwood,1979-09-24,fda634aeff59160c77349ba9aba3884c275a9d1b0431e18d67cb9b81238e9393,US,US,2021-12-06,APPROVED,2022-01-22,BR0011,2021-12-06 07:14:54,2021-12-06 18:37:32
CUST000218,Barbara,Hines,1999-09-27,924aa44889f8c42a3ecf5317876ee040d4a59d7f3db65fb2493c70b2345d1b87,JP,JP,2023-02-22,APPROVED,2023-04-03,BR0006,2023-02-22 15:54:15,2023-02-22 18:58:10
CUST000219,Gregory,Stone,1988-04-14,62f17caeb22150c290a27399c4fbe66efc051a12aa75f57aeadba3ca23749798,US,US,2020-09-28,APPROVED,2020-11-04,BR0004,2020-09-28 10:53:50,2020-09-28 14:48:17
CUST000220,Scott,Ramirez,1958-02-12,c32cafcdf6be404c889b05d5f153133043f89b0b0a655b5b0ad1b9139e08504f,US,US,2020-11-28,EXPIRED,2020-12-20,BR0011,2020-11-28 10:03:07,2020-11-28 10:15:31
CUST000221,Wendy,Graham,1986-01-07,f3c9b016512a37958642c5f91e6bbdda7d4d776e9b53a03cdefc28f55104e3ef,US,US,2021-02-10,APPROVED,2021-03-20,BR0003,2021-02-10 06:24:11,2021-02-10 14:41:05
CUST000222,Lisa,Costa,2000-10-23,05bfa38d7c29af458bed4756c306730dd45d1541642cf53a4a7988340928e6eb,US,US,2021-02-21,APPROVED,2021-04-13,BR0006,2021-02-21 18:28:04,2021-02-21 13:06:30
CUST000223,Theodore,Ortiz,1983-05-30,d6205b9fcb52856d24966d82eaf9d3547629b728773336308b39636424769dee,US,US,2021-04-21,PENDING,,BR0011,2021-04-21 10:42:54,2021-04-21 22:40:58
CUST000224,Manuel,Garcia,1985-10-06,9cbe143b7c11c85a4e3937768fc657b93abe73922baed2a63d3192538fdfbe5d,GB,US,2021-05-31,APPROVED,2021-07-15,BR0004,2021-05-31 20:51:49,2021-05-31 13:01:00
CUST000225,Eugene,Jenkins,1964-03-16,eb288de5b78cbcd56134e0857692124d6cf7f9b3983b0213d923b2de619e45c7,IN,US,2023-09-14,PENDING,,BR0002,2023-09-14 12:10:45,2023-09-14 09:04:22
CUST000226,Tyler,Bates,1970-08-29,5273cb34a8763a3eee63591e5dc33df99660608995a0ad12f494c715e9b6f1ec,US,US,2021-11-11,APPROVED,2021-11-29,BR0019,2021-11-11 09:19:15,2021-11-11 07:33:54
CUST000227,Richard,Hodges,1989-08-14,d5ed8092c5ffd42f07bd45ef0eebc540b3e504a55a88ec43ff80fa05eed0ff8c,US,US,2022-09-21,EXPIRED,2022-10-08,BR0012,2022-09-21 14:55:08,2022-09-21 10:05:32
CUST000228,Benjamin,Miller,1998-12-01,6b8c78e997dfc655207a6daabe43e932ccac2d406a89a34226b8e3844d397dd0,US,US,2021-04-29,PENDING,,BR0004,2021-04-29 11:47:59,2021-04-29 06:19:49
CUST000229,Johnny,Wilson,1998-09-10,76830fa52deefc70cad545ee2e1213ddf3d4baeeb1800c79c7f5cdac14c9ca31,US,US,2022-09-17,APPROVED,2022-10-28,BR0007,2022-09-17 13:48:10,2022-09-17 19:22:06
CUST000230,Kendra,Hancock,1982-02-11,d84a4f76e1516e317971bc9577647b69ea667dc178e1f13abf5c48c0d1a21815,US,US,2023-06-19,APPROVED,2023-08-04,BR0014,2023-06-19 14:03:56,2023-06-19 22:21:40
CUST000231,Mallory,Smith,1995-03-03,ec14605f0c6502d84b392a64fb2beb7c37cadad371be53b319ac88f7fa5fa260,US,US,2022-01-06,PENDING,,BR0011,2022-01-06 19:45:50,2022-01-06 21:08:25
